Address,Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price,Project,Street,Ward,District,Province,Price_per_m2,Is_Project,Area_group,Has_certificate
"Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",76.0,3.5,6.0,Unknown,Unknown,6.0,6.0,7.0,Have certificate,Full,8.9,,Đường Huỳnh Tấn Phát,Phường Phú Mỹ,Quận 7,Hồ Chí Minh,0.1171,0,50-80m²,1
"Hẻm 50, Đường Quang Trung, Phường Tân An, Ninh Kiều, Cần Thơ",52.0,6.5,8.25,Unknown,Unknown,3.0,3.0,3.0,Have certificate,Unknown,4.8,,"Hẻm 50, Đường Quang Trung",Phường Tân An,Ninh Kiều,Cần Thơ,0.0923,0,50-80m²,1
"Xã Hoàn Sơn, Tiên Du, Bắc Ninh",82.5,5.5,15.0,Unknown,Unknown,3.0,3.0,5.0,Have certificate,Unknown,3.8,,,Xã Hoàn Sơn,Tiên Du,Bắc Ninh,0.0461,0,80-120m²,1
"1/, Đường Nguyễn Thái Bình, Phường 12, Tân Bình, Hồ Chí Minh",43.0,4.1,6.0,Unknown,Unknown,3.0,4.0,4.0,Have certificate,Unknown,8.5,,"1/, Đường Nguyễn Thái Bình",Phường 12,Tân Bình,Hồ Chí Minh,0.1977,0,<50m²,1
"Đường Liên Huyện, Phường An Phú, Thuận An, Bình Dương",42.8,5.0,5.0,Unknown,Unknown,2.0,2.0,2.0,Have certificate,Basic,1.85,,Đường Liên Huyện,Phường An Phú,Thuận An,Bình Dương,0.0432,0,<50m²,1
"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",75.0,4.5,3.0,Đông - Bắc,Unknown,3.0,7.0,7.0,Have certificate,Full,5.9,,Đường Huỳnh Tấn Phát,Phường Phú Thuận,Quận 7,Hồ Chí Minh,0.0787,0,50-80m²,1
"Xã Cửa Dương, Phú Quốc, Kiên Giang",204.0,20.0,20.0,Đông - Nam,Unknown,3.0,2.0,2.0,Have certificate,Basic,8.5,,,Xã Cửa Dương,Phú Quốc,Kiên Giang,0.0417,0,>200m²,1
"Đường Trần Khánh Dư, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",56.6,3.5,5.5,Unknown,Unknown,3.0,5.0,5.0,Have certificate,Full,4.98,,Đường Trần Khánh Dư,Phường Mỹ An,Ngũ Hành Sơn,Đà Nẵng,0.088,0,50-80m²,1
"Đường Hùng Vương, Phường 9, Đà Lạt, Lâm Đồng",214.0,10.0,5.0,Unknown,Unknown,3.0,7.0,7.0,Have certificate,Full,9.7,,Đường Hùng Vương,Phường 9,Đà Lạt,Lâm Đồng,0.0453,0,>200m²,1
"Đường Xuân Hồng, Phường Long Tuyền, Bình Thủy, Cần Thơ",105.0,5.0,8.25,Đông - Bắc,Đông - Bắc,3.0,3.0,3.0,Have certificate,Unknown,4.5,,Đường Xuân Hồng,Phường Long Tuyền,Bình Thủy,Cần Thơ,0.0429,0,80-120m²,1
"Dự án La Vida Residences, Đường 3/2, Phường 12, Vũng Tàu, Bà Rịa Vũng Tàu",87.0,5.0,24.0,Đông - Nam,Đông - Nam,4.0,5.0,4.0,Sale contract,Full,5.4,Dự án La Vida Residences,Đường 3/2,Phường 12,Vũng Tàu,Bà Rịa Vũng Tàu,0.0621,1,80-120m²,0
"Đường An Phú 20, Phường An Phú, Thuận An, Bình Dương",42.8,4.5,5.0,Unknown,Unknown,2.0,2.0,2.0,Have certificate,Unknown,1.85,,Đường An Phú 20,Phường An Phú,Thuận An,Bình Dương,0.0432,0,<50m²,1
"Đường Lê Văn Lương, Xã Long Hậu, Cần Giuộc, Long An",120.0,9.3,15.0,Unknown,Unknown,3.0,4.0,5.0,Have certificate,Basic,5.3,,Đường Lê Văn Lương,Xã Long Hậu,Cần Giuộc,Long An,0.0442,0,80-120m²,1
"Đường Võ Nguyên Giáp, Phường  Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",90.0,4.0,3.0,Unknown,Unknown,3.0,3.0,3.0,Have certificate,Full,7.2,,Đường Võ Nguyên Giáp,Phường  Khuê Mỹ,Ngũ Hành Sơn,Đà Nẵng,0.08,0,80-120m²,1
"Dự án La Vida Residences, Đường 3/2, Phường 12, Vũng Tàu, Bà Rịa Vũng Tàu",76.81,5.07,24.0,Đông - Nam,Đông - Nam,4.0,3.0,3.0,Unknown,Unknown,4.75,Dự án La Vida Residences,Đường 3/2,Phường 12,Vũng Tàu,Bà Rịa Vũng Tàu,0.0618,1,50-80m²,0
"Đường Xô Viết Nghệ Tĩnh, Phường 25, Bình Thạnh, Hồ Chí Minh",30.0,4.0,2.5,Unknown,Unknown,2.0,2.0,2.0,Have certificate,Full,3.45,,Đường Xô Viết Nghệ Tĩnh,Phường 25,Bình Thạnh,Hồ Chí Minh,0.115,0,<50m²,1
"Hẻm 23, Đường Hòa Hưng, Phường 12, Quận 10, Hồ Chí Minh",33.0,3.0,6.0,Unknown,Unknown,3.0,5.0,4.0,Have certificate,Unknown,5.99,,"Hẻm 23, Đường Hòa Hưng",Phường 12,Quận 10,Hồ Chí Minh,0.1815,0,<50m²,1
"Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",40.0,4.0,3.0,Unknown,Unknown,7.0,4.0,4.0,Have certificate,Unknown,9.0,,,Phường Mỹ Đình 1,Nam Từ Liêm,Hà Nội,0.225,0,<50m²,1
"Đường Nguyễn Hoàng, Phường Hải Châu II, Hải Châu, Đà Nẵng",60.0,5.0,7.5,Unknown,Unknown,4.0,3.0,4.0,Have certificate,Full,8.3,,Đường Nguyễn Hoàng,Phường Hải Châu II,Hải Châu,Đà Nẵng,0.1383,0,50-80m²,1
"Đường Nam Thọ 4, Phường Mân Thái, Sơn Trà, Đà Nẵng",170.0,9.0,5.5,Đông - Nam,Unknown,3.0,4.0,3.0,Have certificate,Full,8.7,,Đường Nam Thọ 4,Phường Mân Thái,Sơn Trà,Đà Nẵng,0.0512,0,120-200m²,1
"Đường Lý Thái Tổ, Phường Thạc Gián, Thanh Khê, Đà Nẵng",62.0,5.0,5.5,Unknown,Unknown,5.0,7.0,7.0,Have certificate,Full,7.6,,Đường Lý Thái Tổ,Phường Thạc Gián,Thanh Khê,Đà Nẵng,0.1226,0,50-80m²,1
"Khu dân cư Tân lập, Tân Lập, Đan Phượng, Hà Nội",31.0,5.3,2.2,Đông,Đông,4.0,3.0,3.0,Have certificate,Basic,3.45,,"Khu dân cư Tân lập, Tân Lập",,Đan Phượng,Hà Nội,0.1113,0,<50m²,1
"Đường Nguyễn Hoàng, Phường Bình Thuận, Hải Châu, Đà Nẵng",71.0,8.8,5.5,Unknown,Unknown,4.0,2.0,2.0,Have certificate,Full,10.0,,Đường Nguyễn Hoàng,Phường Bình Thuận,Hải Châu,Đà Nẵng,0.1408,0,50-80m²,1
"Phường Vạn Phúc, Hà Đông, Hà Nội",43.0,4.0,3.0,Unknown,Unknown,5.0,4.0,4.0,Have certificate,Unknown,6.55,,,Phường Vạn Phúc,Hà Đông,Hà Nội,0.1523,0,<50m²,1
"Xã Vĩnh Quỳnh, Thanh Trì, Hà Nội",41.0,4.0,3.0,Unknown,Unknown,4.0,4.0,4.0,Have certificate,Unknown,3.65,,,Xã Vĩnh Quỳnh,Thanh Trì,Hà Nội,0.089,0,<50m²,1
"Dự án Centa City, Đường Hữu Nghị, Phường Phù Chẩn, Từ Sơn, Bắc Ninh",120.0,6.0,56.0,Tây,Tây - Bắc,3.0,4.0,4.0,Have certificate,Unknown,7.85,Dự án Centa City,Đường Hữu Nghị,Phường Phù Chẩn,Từ Sơn,Bắc Ninh,0.0654,1,80-120m²,1
"Phường 4, Quận 4, Hồ Chí Minh",28.0,4.0,6.0,Unknown,Unknown,5.0,3.0,3.0,Have certificate,Basic,5.8,,,Phường 4,Quận 4,Hồ Chí Minh,0.2071,0,<50m²,1
"Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",38.0,3.8,3.0,Unknown,Unknown,5.0,6.0,5.0,Have certificate,Full,6.36,,,Phường Đông Ngạc,Bắc Từ Liêm,Hà Nội,0.1674,0,<50m²,1
"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",45.0,4.5,3.0,Unknown,Unknown,4.0,3.0,3.0,Have certificate,Unknown,7.85,,Phố Thái Hà,Phường Trung Liệt,Đống Đa,Hà Nội,0.1744,0,<50m²,1
"Đường Bùi Đình Túy, Phường 24, Bình Thạnh, Hồ Chí Minh.",20.15,5.0,6.0,Unknown,Unknown,2.0,2.0,2.0,Have certificate,Full,3.45,,Đường Bùi Đình Túy,Phường 24,Bình Thạnh,Hồ Chí Minh,0.1712,0,<50m²,1
"Dự án SaPa City Clouds , Đường Điện Biên Phủ, Phường Phan Si Păng, Sa Pa, Lào Cai",100.0,5.0,12.0,Đông - Bắc,Unknown,4.0,6.0,6.5,Have certificate,Unknown,5.9,Dự án SaPa City Clouds,Đường Điện Biên Phủ,Phường Phan Si Păng,Sa Pa,Lào Cai,0.059,1,80-120m²,1
"Đường Nguyễn Xiển, Phường Hạ Đình, Thanh Xuân, Hà Nội",30.0,4.0,3.0,Unknown,Unknown,4.0,2.0,3.0,Have certificate,Unknown,8.45,,Đường Nguyễn Xiển,Phường Hạ Đình,Thanh Xuân,Hà Nội,0.2817,0,<50m²,1
"Đường Nhị Hà, Phường Phước Hòa, Nha Trang, Khánh Hòa",77.0,4.0,16.0,Đông - Nam,Unknown,4.0,4.0,4.0,Have certificate,Full,7.75,,Đường Nhị Hà,Phường Phước Hòa,Nha Trang,Khánh Hòa,0.1006,0,50-80m²,1
"Đường Thụy Phương, Phường Thụy Phương, Bắc Từ Liêm, Hà Nội",35.0,4.0,3.0,Unknown,Unknown,4.0,3.0,3.0,Have certificate,Full,4.3,,Đường Thụy Phương,Phường Thụy Phương,Bắc Từ Liêm,Hà Nội,0.1229,0,<50m²,1
"Dự án Sapa Heritage, Đường Điện Biên Phủ, Phường Sa Pa, Sa Pa, Lào Cai",100.0,5.0,15.0,Đông - Nam,Đông - Nam,4.0,6.0,7.0,Have certificate,Unknown,5.9,Dự án Sapa Heritage,Đường Điện Biên Phủ,Phường Sa Pa,Sa Pa,Lào Cai,0.059,1,80-120m²,1
"Đường An Phú 20, Phường An Phú, Thuận An, Bình Dương",42.8,45.0,5.0,Unknown,Unknown,2.0,2.0,2.0,Have certificate,Basic,1.85,,Đường An Phú 20,Phường An Phú,Thuận An,Bình Dương,0.0432,0,<50m²,1
"Đường Bình Thới, Phường 10, Quận 11, Hồ Chí Minh",64.0,4.1,6.0,Unknown,Unknown,3.0,5.0,4.0,Have certificate,Unknown,7.6,,Đường Bình Thới,Phường 10,Quận 11,Hồ Chí Minh,0.1188,0,50-80m²,1
"Đường Hải Hồ, Phường Thuận Phước, Hải Châu, Đà Nẵng",54.5,3.5,3.0,Đông - Bắc,Đông - Bắc,2.0,2.0,2.0,Have certificate,Unknown,3.3,,Đường Hải Hồ,Phường Thuận Phước,Hải Châu,Đà Nẵng,0.0606,0,50-80m²,1
"Đường 21B, Phường Phú Lương, Hà Đông, Hà Nội",32.0,4.0,3.0,Unknown,Unknown,4.0,3.0,3.0,Have certificate,Basic,3.5,,Đường 21B,Phường Phú Lương,Hà Đông,Hà Nội,0.1094,0,<50m²,1
"Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",70.0,4.1,6.0,Unknown,Unknown,2.0,3.0,3.0,Have certificate,Unknown,3.8,,,Xã Phước Kiển,Nhà Bè,Hồ Chí Minh,0.0543,0,50-80m²,1
"Dự án Golden Point Đồng Hòa, Đường Bùi Viện, Phường Đồng Hòa, Kiến An, Hải Phòng",75.0,5.0,65.0,Unknown,Unknown,4.0,4.0,3.0,Unknown,Unknown,5.2,Dự án Golden Point Đồng Hòa,Đường Bùi Viện,Phường Đồng Hòa,Kiến An,Hải Phòng,0.0693,1,50-80m²,0
"Đường Nguyễn Thị Minh Khai, Phường Thành Công, Buôn Ma Thuột, Đắk Lắk",300.0,5.0,24.0,Unknown,Unknown,1.0,3.0,3.0,Have certificate,Full,8.9,,Đường Nguyễn Thị Minh Khai,Phường Thành Công,Buôn Ma Thuột,Đắk Lắk,0.0297,0,>200m²,1
"Đường Vĩnh Hoàng, Phường Vĩnh Hưng, Hoàng Mai, Hà Nội",35.0,3.8,3.0,Unknown,Unknown,5.0,3.0,3.0,Have certificate,Full,5.0,,Đường Vĩnh Hoàng,Phường Vĩnh Hưng,Hoàng Mai,Hà Nội,0.1429,0,<50m²,1
"Đường Tây Mỗ, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",35.0,4.0,2.5,Unknown,Unknown,4.0,4.0,4.0,Unknown,Unknown,3.9,,Đường Tây Mỗ,Phường Tây Mỗ,Nam Từ Liêm,Hà Nội,0.1114,0,<50m²,0
"Dự án Lộc Ninh Singashine, Đường Quốc lộ 6, Thị trấn Chúc Sơn, Chương Mỹ, Hà Nội",67.5,45.0,6.0,Unknown,Unknown,5.0,4.0,4.0,Have certificate,Unknown,6.95,Dự án Lộc Ninh Singashine,"Đường Quốc lộ 6, Thị trấn Chúc Sơn",,Chương Mỹ,Hà Nội,0.103,1,50-80m²,1
"Đường Chợ Hàng, Phường Dư Hàng Kênh, Lê Chân, Hải Phòng",46.0,4.5,10.0,Unknown,Unknown,4.0,4.0,3.0,Unknown,Unknown,3.35,,Đường Chợ Hàng,Phường Dư Hàng Kênh,Lê Chân,Hải Phòng,0.0728,0,<50m²,0
"Ngõ 180, đường Tây Mỗ, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",32.0,4.0,3.0,Unknown,Unknown,5.0,4.0,4.0,Have certificate,Basic,3.8,,"Ngõ 180, đường Tây Mỗ",Phường Tây Mỗ,Nam Từ Liêm,Hà Nội,0.1188,0,<50m²,1
"đường Quỳnh Đô, Xã Vĩnh Quỳnh, Thanh Trì, Hà Nội",40.0,4.0,3.0,Unknown,Unknown,4.0,4.0,4.0,Have certificate,Unknown,4.2,,đường Quỳnh Đô,Xã Vĩnh Quỳnh,Thanh Trì,Hà Nội,0.105,0,<50m²,1
"Ngõ 150, Đường Tân Khai, Phường Vĩnh Hưng, Hoàng Mai, Hà Nội",31.0,3.65,3.0,Unknown,Unknown,5.0,4.0,4.0,Have certificate,Full,4.6,,"Ngõ 150, Đường Tân Khai",Phường Vĩnh Hưng,Hoàng Mai,Hà Nội,0.1484,0,<50m²,1
"Đường Hậu Ái, Xã Vân Canh, Hoài Đức, Hà Nội",30.0,4.0,3.0,Unknown,Unknown,5.0,3.0,4.0,Have certificate,Basic,3.6,,Đường Hậu Ái,Xã Vân Canh,Hoài Đức,Hà Nội,0.12,0,<50m²,1
"Đường Vĩnh Hưng, Phường Vĩnh Hưng, Hoàng Mai, Hà Nội",50.0,4.0,3.0,Unknown,Unknown,4.0,5.0,3.0,Have certificate,Full,5.55,,Đường Vĩnh Hưng,Phường Vĩnh Hưng,Hoàng Mai,Hà Nội,0.111,0,<50m²,1
"Đường Vườn Lài, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",78.0,4.1,6.0,Unknown,Unknown,2.0,3.0,3.0,Unknown,Unknown,7.5,,Đường Vườn Lài,Phường Phú Thọ Hòa,Tân Phú,Hồ Chí Minh,0.0962,0,50-80m²,0
"Phường Linh Trung, Thủ Đức, Hồ Chí Minh",130.0,6.0,12.0,Unknown,Unknown,3.0,3.0,3.0,Have certificate,Full,9.5,,,Phường Linh Trung,Thủ Đức,Hồ Chí Minh,0.0731,0,120-200m²,1
"Ngõ 58, Phố Trần Bình, Phường Mai Dịch, Cầu Giấy, Hà Nội",38.0,4.0,3.0,Unknown,Unknown,5.0,4.0,4.0,Have certificate,Unknown,5.2,,"Ngõ 58, Phố Trần Bình",Phường Mai Dịch,Cầu Giấy,Hà Nội,0.1368,0,<50m²,1
"Đường Đặng Thùy Trâm, Phường 13, Bình Thạnh, Hồ Chí Minh",56.0,4.1,5.0,Unknown,Unknown,2.0,3.0,3.0,Have certificate,Unknown,6.19,,Đường Đặng Thùy Trâm,Phường 13,Bình Thạnh,Hồ Chí Minh,0.1105,0,50-80m²,1
"Đường Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",31.0,4.0,3.0,Unknown,Unknown,5.0,3.0,4.0,Have certificate,Full,5.5,,Đường Mỹ Đình,Phường Mỹ Đình 1,Nam Từ Liêm,Hà Nội,0.1774,0,<50m²,1
"Đường Nguyễn Chính, Phường Tân Mai, Hoàng Mai, Hà Nội",33.0,3.3,3.0,Unknown,Unknown,4.0,3.0,3.0,Have certificate,Unknown,3.6,,Đường Nguyễn Chính,Phường Tân Mai,Hoàng Mai,Hà Nội,0.1091,0,<50m²,1
"Dự án Sài Gòn Mới, Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",76.0,4.0,10.0,Đông - Nam,Đông - Nam,4.0,4.0,5.0,Have certificate,Full,7.5,Dự án Sài Gòn Mới,"Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè",,Nhà Bè,Hồ Chí Minh,0.0987,1,50-80m²,1
"Đường Xô Viết Nghệ Tĩnh, Phường 25, Bình Thạnh, Hồ Chí Minh",28.0,4.1,6.0,Unknown,Unknown,2.0,2.0,2.0,Have certificate,Basic,3.6,,Đường Xô Viết Nghệ Tĩnh,Phường 25,Bình Thạnh,Hồ Chí Minh,0.1286,0,<50m²,1
"Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",84.0,4.1,6.0,Unknown,Unknown,4.0,4.0,5.0,Have certificate,Basic,6.1,,,Phường Hiệp Bình Phước,Thủ Đức,Hồ Chí Minh,0.0726,0,80-120m²,1
"Dự án Flamingo Resort, Xã Ngọc Thanh, Phúc Yên, Vĩnh Phúc",96.0,8.0,6.0,Đông - Nam,Unknown,4.0,4.0,3.0,Have certificate,Full,8.5,Dự án Flamingo Resort,,Xã Ngọc Thanh,Phúc Yên,Vĩnh Phúc,0.0885,1,80-120m²,1
"Đường Đoàn Văn Bơ, Phường 15, Quận 4, Hồ Chí Minh",45.0,4.2,4.0,Đông - Nam,Unknown,5.0,4.0,4.0,Have certificate,Unknown,6.7,,Đường Đoàn Văn Bơ,Phường 15,Quận 4,Hồ Chí Minh,0.1489,0,<50m²,1
"Đường Yên Hòa, Phường Yên Hòa, Cầu Giấy, Hà Nội",28.0,4.0,3.0,Unknown,Unknown,5.0,3.0,4.0,Have certificate,Full,6.0,,Đường Yên Hòa,Phường Yên Hòa,Cầu Giấy,Hà Nội,0.2143,0,<50m²,1
"Dự án Phúc An Ashita Bình Dương, Đường Quốc Lộ 13, Xã Trừ Văn Thố, Bàu Bàng, Bình Dương",100.0,5.0,9.0,Unknown,Unknown,2.0,3.0,2.0,Have certificate,Unknown,2.0,Dự án Phúc An Ashita Bình Dương,Đường Quốc Lộ 13,Xã Trừ Văn Thố,Bàu Bàng,Bình Dương,0.02,1,80-120m²,1
"Dự án Bavella Lạc Ngàn, Đường Vũ Thê Lang, Phường Tân Dân, Việt Trì, Phú Thọ",100.0,5.0,13.5,Đông - Nam,Đông - Nam,4.0,4.0,4.0,Have certificate,Unknown,3.0,Dự án Bavella Lạc Ngàn,Đường Vũ Thê Lang,Phường Tân Dân,Việt Trì,Phú Thọ,0.03,1,80-120m²,1
"Đường Nguyễn Cửu Đàm, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh",45.0,4.1,5.0,Unknown,Unknown,3.0,4.0,4.0,Unknown,Unknown,4.5,,Đường Nguyễn Cửu Đàm,Phường Tân Sơn Nhì,Tân Phú,Hồ Chí Minh,0.1,0,<50m²,0
"Đường Thạnh Lộc 41, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",28.0,4.1,5.0,Unknown,Unknown,2.0,2.0,2.0,Sale contract,Basic,1.23,,Đường Thạnh Lộc 41,Phường Thạnh Lộc,Quận 12,Hồ Chí Minh,0.0439,0,<50m²,0
"Đường Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, Hồ Chí Minh",37.7,3.95,6.0,Unknown,Unknown,2.0,3.0,2.0,Unknown,Unknown,7.0,,Đường Nguyễn Đình Chiểu,Phường Đa Kao,Quận 1,Hồ Chí Minh,0.1857,0,<50m²,0
"Đường Trần Thái Tông, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",45.0,4.0,3.0,Unknown,Unknown,5.0,4.0,4.0,Have certificate,Unknown,6.9,,Đường Trần Thái Tông,Phường Dịch Vọng Hậu,Cầu Giấy,Hà Nội,0.1533,0,<50m²,1
"Đường Nguyễn Văn Nghi, Phường 7, Gò Vấp, Hồ Chí Minh",68.0,4.1,6.0,Unknown,Unknown,3.0,4.0,3.0,Have certificate,Full,8.38,,Đường Nguyễn Văn Nghi,Phường 7,Gò Vấp,Hồ Chí Minh,0.1232,0,50-80m²,1
"Đường Mỗ Lao, Phường Mỗ Lao, Hà Đông, Hà Nội",60.0,5.0,3.0,Unknown,Unknown,6.0,9.0,9.0,Have certificate,Unknown,8.8,,Đường Mỗ Lao,Phường Mỗ Lao,Hà Đông,Hà Nội,0.1467,0,50-80m²,1
"Đường Lê Văn Lương, Xã Nhơn Đức, Nhà Bè, Hồ Chí Minh",134.1,4.1,6.0,Unknown,Unknown,3.0,3.0,3.0,Have certificate,Basic,5.5,,Đường Lê Văn Lương,Xã Nhơn Đức,Nhà Bè,Hồ Chí Minh,0.041,0,120-200m²,1
"Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",56.1,4.1,6.0,Unknown,Unknown,1.0,2.0,1.0,Have certificate,Basic,3.87,,"Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè",,Nhà Bè,Hồ Chí Minh,0.069,0,50-80m²,1
"Đường Nguyễn Kiệm, Phường 3, Gò Vấp, Hồ Chí Minh",72.0,4.1,5.0,Unknown,Unknown,3.0,3.0,3.0,Have certificate,Unknown,6.0,,Đường Nguyễn Kiệm,Phường 3,Gò Vấp,Hồ Chí Minh,0.0833,0,50-80m²,1
"Đường Kênh 19/5B, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",92.0,4.1,20.0,Tây,Tây,3.0,2.0,3.0,Have certificate,Full,9.0,,Đường Kênh 19/5B,Phường Tây Thạnh,Tân Phú,Hồ Chí Minh,0.0978,0,80-120m²,1
"Phố Khương Hạ, Phường Khương Đình, Thanh Xuân, Hà Nội",52.0,4.0,3.0,Unknown,Unknown,7.0,5.0,7.0,Have certificate,Unknown,9.2,,Phố Khương Hạ,Phường Khương Đình,Thanh Xuân,Hà Nội,0.1769,0,50-80m²,1
"Đường Thọ Am, Xã Liên Ninh, Thanh Trì, Hà Nội",38.0,3.8,2.5,Unknown,Unknown,4.0,4.0,4.0,Have certificate,Unknown,3.5,,Đường Thọ Am,Xã Liên Ninh,Thanh Trì,Hà Nội,0.0921,0,<50m²,1
"Dự án Kiến Hưng, Đường Kiến Hưng, Phường Kiến Hưng, Hà Đông, Hà Nội",60.0,4.0,15.0,Unknown,Unknown,4.0,4.0,4.0,Have certificate,Unknown,8.9,Dự án Kiến Hưng,Đường Kiến Hưng,Phường Kiến Hưng,Hà Đông,Hà Nội,0.1483,1,50-80m²,1
"Đường Kha Vạn Cân, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",88.7,4.6,6.5,Unknown,Unknown,3.0,2.0,1.0,Have certificate,Unknown,4.6,,Đường Kha Vạn Cân,Phường Trường Thọ,Thủ Đức,Hồ Chí Minh,0.0519,0,80-120m²,1
"Đường Lê Đức Thọ, Phường 17, Gò Vấp, Hồ Chí Minh",44.0,4.1,6.0,Unknown,Unknown,2.0,3.0,3.0,Unknown,Unknown,4.95,,Đường Lê Đức Thọ,Phường 17,Gò Vấp,Hồ Chí Minh,0.1125,0,<50m²,0
"Hẻm 409, Đường Nguyễn Oanh, Phường 7, Gò Vấp, Hồ Chí Minh",88.0,4.1,8.0,Unknown,Unknown,3.0,3.0,3.0,Have certificate,Unknown,7.19,,"Hẻm 409, Đường Nguyễn Oanh",Phường 7,Gò Vấp,Hồ Chí Minh,0.0817,0,80-120m²,1
"Đường Số 7, Phường Phước Bình, Thủ Đức, Hồ Chí Minh",90.4,8.0,8.0,Unknown,Unknown,3.0,2.0,2.0,Have certificate,Full,10.0,,Đường Số 7,Phường Phước Bình,Thủ Đức,Hồ Chí Minh,0.1106,0,80-120m²,1
"Ngõ 85, Đường Xuân Thủy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",43.0,4.0,3.0,Unknown,Unknown,5.0,4.0,4.0,Have certificate,Full,6.5,,"Ngõ 85, Đường Xuân Thủy",Phường Dịch Vọng Hậu,Cầu Giấy,Hà Nội,0.1512,0,<50m²,1
"Dự án Flamingo Golden Hill, Đường Quốc lộ 21A(Quốc lộ 21), Thị trấn Ba Sao, Kim Bảng, Hà Nam",105.0,6.0,15.0,Unknown,Unknown,4.0,4.0,5.0,Unknown,Unknown,6.1,Dự án Flamingo Golden Hill,"Đường Quốc lộ 21A(Quốc lộ 21), Thị trấn Ba Sao",,Kim Bảng,Hà Nam,0.0581,1,80-120m²,0
"Đường Số 16, Phường 4, Quận 4, Hồ Chí Minh",100.0,4.1,6.0,Unknown,Unknown,1.0,2.0,2.0,Have certificate,Unknown,7.7,,Đường Số 16,Phường 4,Quận 4,Hồ Chí Minh,0.077,0,80-120m²,1
"Đường Chử Đồng Tử, Phường 7, Tân Bình, Hồ Chí Minh",55.0,3.7,6.0,Unknown,Unknown,4.0,3.0,3.0,Have certificate,Full,9.8,,Đường Chử Đồng Tử,Phường 7,Tân Bình,Hồ Chí Minh,0.1782,0,50-80m²,1
"Đường Đông Thiên, Phường Vĩnh Hưng, Hoàng Mai, Hà Nội",31.0,4.0,2.0,Unknown,Unknown,5.0,3.0,4.0,Have certificate,Full,4.25,,Đường Đông Thiên,Phường Vĩnh Hưng,Hoàng Mai,Hà Nội,0.1371,0,<50m²,1
"Đường Nguyễn Kiệm, Phường 3, Gò Vấp, Hồ Chí Minh",56.0,4.1,6.0,Unknown,Unknown,2.0,2.0,2.0,Have certificate,Unknown,4.8,,Đường Nguyễn Kiệm,Phường 3,Gò Vấp,Hồ Chí Minh,0.0857,0,50-80m²,1
"Đường Tôn Đản, Phường 8, Quận 4, Hồ Chí Minh",46.0,4.3,6.0,Unknown,Unknown,4.0,4.0,3.0,Have certificate,Full,4.95,,Đường Tôn Đản,Phường 8,Quận 4,Hồ Chí Minh,0.1076,0,<50m²,1
"Phố Chùa Quỳnh, Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội",43.5,4.0,3.0,Unknown,Unknown,5.0,4.0,4.0,Have certificate,Full,6.69,,Phố Chùa Quỳnh,Phường Thanh Nhàn,Hai Bà Trưng,Hà Nội,0.1538,0,<50m²,1
"Đường Đằng Hải, Phường  Đằng Hải, Hải An, Hải Phòng",54.0,4.5,10.0,Unknown,Unknown,4.0,3.0,3.0,Unknown,Unknown,3.86,,Đường Đằng Hải,Phường  Đằng Hải,Hải An,Hải Phòng,0.0715,0,50-80m²,0
"Đường Tám Danh, Phường 4, Quận 8, Hồ Chí Minh",119.4,7.0,6.0,Unknown,Unknown,2.0,2.0,2.0,Unknown,Unknown,8.2,,Đường Tám Danh,Phường 4,Quận 8,Hồ Chí Minh,0.0687,0,80-120m²,0
"Đường Dương Thị Mười, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh",80.0,4.3,6.0,Unknown,Unknown,2.0,2.0,2.0,Unknown,Unknown,4.29,,Đường Dương Thị Mười,Phường Tân Thới Hiệp,Quận 12,Hồ Chí Minh,0.0536,0,50-80m²,0
